latitude,longitude,station_name
-23.3167,-46.5833,MAIRIPORA 
-23.0333,-46.9667,VINHEDO 
-23.5167,-46.2000,ESTALEIRO DAEE 
-23.5167,-46.6500,PONTE PEQUENA 
-23.5167,-46.6833,AGUA BRANCA 
-23.5667,-46.1000,CAPIXINGA 
-23.6333,-46.5833,SAO CAETANO DO SUL 
-23.6333,-46.6500,CONGONHAS (AEROPORTO) 
-23.6667,-46.4833,MAUA 
-23.6667,-46.5667,RUDGE RAMOS 
-23.6500,-46.7000,SANTO AMARO 
-23.7167,-46.9667,PEDRO BEICHT 
-23.6833,-46.3000,FAZENDA DO SERTAO 
-23.7167,-46.8500,SAO BERNARDO DO CAMPO 
-23.7167,-46.8500,ITAPECERICA DA SERRA 
-23.7500,-46.1333,REPRESA ITATINGA 
-23.7667,-46.1167,USINA ITATINGA 
-23.7667,-46.8333,MOMBACA 
-23.8667,-46.3833,PIACAGUERA (EFSJ) 
-23.8500,-46.5000,ALTO DA SERRA 
-23.8833,-46.2167,CAETE 
-23.8833,-46.4167,CUBATAO 
-23.9500,-46.1833,PEREQUE 
-23.9500,-46.3000,VICENTE DE CARVALHO (INMET) 
-23.9333,-46.2833,VICENTE DE CARVALHO 
-23.1056,-46.5572,ATIBAIA 
-23.3333,-46.7333,FRANCO DA ROCHA 
-23.4808,-46.4711,ERMELINDO MATARAZZO 
-23.5000,-46.7167,MAIRIPORA 
-23.5833,-46.2167,FAZENDA SANTO ANGELO 
-23.5842,-46.2556,VARINHAS 
-23.5500,-46.2167,MOGI DAS CRUZES 
-23.5500,-46.6333,SAO PAULO (SANTO AMARO) 
-23.5833,-46.8833,COOPERCOTIA - IA 
-23.7167,-46.5333,SAO BERNARDO DO CAMPO 
-23.8333,-46.3667,PIASSAGUERA 
-23.9997,-46.2833,PONTA DA PRAIA 
-23.9333,-46.3333,SANTOS (PONTA DA PRAIA) 
-23.9167,-46.2833,SANTOS (BASE AEREA) 
-23.7667,-46.6500,BORORE 
-23.6500,-46.9500,CACHOEIRA DA GRACA 
-23.7500,-46.5333,RECALQUE ABC 
-23.5333,-46.6333,LUZ (ESTACAO) 
-23.7667,-46.3500,CAMPO GRANDE 
-23.5833,-46.2333,FAZENDA SANTO ANGELO 
-23.5667,-46.6333,SAO PAULO (FAC. HIGIENE) 
-23.6167,-46.5500,VILA PROSPERIDADE (GM) 
-23.8000,-46.4667,SANGRADOURO PEQUENO PEREQUE 
-23.6167,-46.5833,SAO CAETANO DO SUL 
-23.6667,-46.8500,ITAPECERICA SERRA 
-23.6000,-46.7000,EL TRAICAO SUL 
-23.7833,-46.3500,PARANAPIACABA P12-180 
-23.7667,-46.5667,SERRARIA CAPUTO 
-23.8167,-46.8167,EMBU-GUACU 
-23.8500,-46.7000,TAQUACETUBINHA 
-23.7500,-46.7333,COCAIA 
-23.8000,-46.5167,ZANZALA 
-23.7667,-46.4500,TANQUE STREIFF 
-23.8667,-46.5000,ALTO SERRA - CASCATINHA 
-23.5261,-46.5578,ARICANDUVA FOZ 
-23.7167,-46.6000,JARDIM AMBARE 
-23.5500,-46.6333,PACHECO CHAVES 
-23.8000,-46.8167,ITARARE 
-23.6167,-46.9333,COTIA 
-23.5333,-46.6333,SAO PAULO (ESTACAO DA LUZ) 
-23.7333,-46.6833,ACAMPAMENTO DE ENGENHEIROS 
-23.3000,-46.8833,TERRA NOVA P12-127 
-23.3500,-46.8833,PIRES P12-126 
-23.5000,-46.3667,ITAQUAQUECETUBA 
-23.8000,-46.5500,JOAO BASSO 
-23.7667,-46.4833,ALMEIDA PRADO 
-23.4000,-46.9167,GATO PRETO 
-23.4833,-46.8333,TAMBORE 
-23.4167,-46.9997,SITIO ITAQUERI 
-23.7333,-46.5167,MONTANHAO 
-23.5333,-46.4333,RIBEIRAO PIRES 
-23.5500,-46.9833,FAZENDINHA 
-23.4500,-46.5333,GUARULHOS 
-23.6167,-46.8000,JAGUARE (SABESP) 
-23.5167,-46.8000,OSASCO (EFS) 
-23.5167,-46.8667,BARUERI 
-23.6000,-46.9167,COTIA 
-23.5667,-46.9333,ROSELANDIA 
-23.5167,-46.6667,LIMAO 
-23.7667,-46.3000,PARANAPIACABA 
-23.9167,-46.4667,SALES DA CRUZ 
-23.6667,-46.5000,SANTO ANDRE 
-23.8167,-46.8333,ITAQUACIARA (EFS) 
-23.6333,-46.5500,UTINGA 
-23.4833,-46.4333,SAO MIGUEL PAULISTA 
-23.6667,-46.4500,CERAMICA MAUA 
-23.8833,-46.8000,MARIO SOUTO (EFS) 
-23.6667,-46.8833,SITIO VOTORANTIM 
-23.4667,-46.6667,GUARAU (SABESP) 
-23.5167,-46.2667,GRANJA JURUPOCA 
-23.6333,-46.8500,MOINHO VELHO 
-23.2167,-46.7833,CAMPO LIMPO 
-23.5667,-46.4333,ITAQUERA 
-23.7000,-46.6000,DIADEMA 
-23.7000,-46.4500,GUAPITUBA 
-23.8333,-46.5833,RIO ACIMA 
-23.5667,-46.6167,MOOCA - COMGAS 
-23.5833,-46.5000,JARDIM CENTENARIO 
-23.5667,-46.7333,CIDADE UNIVERSITARIA 
-23.5667,-46.7333,SAO PAULO (INST. BUTANTAN) 
-23.4500,-46.2333,BAIRRO TABOAO 
-23.7833,-46.5833,JOAO DA PONTE 
-23.4667,-46.6333,SAO PAULO (FAC. DE HIGIENE) 
-23.6500,-46.3333,TAIACUPEBA-MIRIM 
-23.6667,-46.5167,MAUA 
-23.0333,-46.9997,VINHEDO (ROCINHA) P12-130 
-23.7667,-46.5500,TAQUARAL 
-23.5500,-46.6667,LIBERDADE 
-23.6833,-46.5333,PEREIRA BARRETO 
-23.4500,-46.6167,ITAGUACU (SABESP) 
-23.5667,-46.6500,BELA VISTA 
-23.8000,-46.5333,PEQUENO PONTE 
-23.5500,-46.5167,VILA CARRAO 
-23.8167,-46.6667,TAQUACETUBA 
-23.6333,-46.4667,PARQUE SAO RAFAEL 
-23.4333,-46.4667,GUARULHOS 
-23.5167,-46.7500,OSASCO 
-23.5333,-46.9833,AMADOR BUENO 
-23.4333,-46.6500,GUARAU 
-23.0333,-47.1000,DESCAMPADO (EFS) 
-23.0833,-47.2167,INDAIATUBA 
-23.1000,-47.4167,SAMAMBAIA 
-23.1667,-47.1333,FAZENDA SANTA RITA 
-23.1500,-47.0667,ITUPEVA (EFS) 
-23.2333,-47.6167,USINA SANTA ROSA (IAA) 
-23.2667,-47.3000,ITU (EFS) 
-23.3167,-47.7833,AMERICANA VELHA 
-23.3333,-47.3333,PIRAPITINGUI 
-23.3333,-47.6833,IPERO 
-23.4000,-47.7667,BAIRRO SARAPU 
-23.4167,-47.4000,EDEN 
-23.4333,-47.2500,DONA CATARINA 
-23.4500,-47.5667,GEORGE OETTERER 
-23.5000,-47.4333,SOROCABA 
-23.5333,-47.1333,ESTACAO EXPERIMENTAL 
-23.5500,-47.4500,VOTORANTIN (FABRICA) 
-23.5500,-47.0833,MAILASKI 
-23.5500,-47.1833,MAIRINQUE 
-23.5833,-47.3167,CARAFA 
-23.6500,-47.5667,SALTO DE PIRAPORA 
-23.6500,-47.2167,IBIUNA 
-23.7167,-47.4167,PIEDADE 
-23.6833,-47.0167,CAUCAIA DO ALTO 
-23.6500,-46.7833,PIRAJUCARA 
-23.9333,-47.0667,JUQUITIBA 
-23.0261,-47.8183,LARANJAL PAULISTA 
-23.1000,-47.7167,TIETE 
-23.1511,-47.0578,ITUPEVA 
-23.0667,-47.9667,PEREIRAS 
-23.4169,-47.4014,EDEN (PIRAJIBU) 
-23.5000,-47.4500,SOROCABA 
-23.3333,-47.1500,FAZENDA PIRAI 
-23.2167,-47.2833,SALTO (EFS) 
-23.4167,-47.6500,MINA NOVA DE APATITA 
-23.0500,-47.3000,CARDEAL (EFS) 
-23.0500,-47.8167,CHACARA SAO PEDRO 
-23.4833,-47.9500,MORRO DO ALTO 
-23.1833,-48.1167,PORANGABA 
-23.3000,-48.0500,QUADRA 
-23.1500,-47.8000,BAIRRO REPRESA 
-23.5000,-47.1333,GUACU 
-23.2333,-47.4167,BAIRRO DA INVERNADA 
-23.3500,-47.0833,JAPI 
-23.5500,-48.3000,BOM RETIRO 
-23.6333,-48.1167,PORTO VELHO 
-23.7667,-48.1333,GRAMADINHO 
-23.5833,-48.0500,ITAPETININGA 
-23.9667,-48.9500,ITAPEVA 
-23.9667,-48.8667,ITAPEVA 
-23.1000,-48.9167,AVARE (ESTADUAL) 
-23.1000,-48.9167,AVARE 
-23.6000,-48.0500,ITAPETININGA 
-23.5333,-48.0333,ITAPETININGA (HORTO) 
-23.1167,-48.9333,AVARE (EFS) 
-23.1667,-48.9167,PORTO PARANAPANEMA 
-23.8333,-50.1833,IBAITI (BARRA BONITA - RVPSC) 
-23.8167,-50.1331,JAPIRA 
-23.3000,-51.1500,LONDRINA (EST. AGROCLIMAT.) 
-23.9408,-51.5878,BORRAZOPOLIS 
-23.4000,-51.8739,GUAIAPO 
-23.1000,-51.5167,JAGUAPITA 
-23.4500,-51.9833,MARINGA - SE 
-23.5347,-51.4467,APUCARANA - SE 
-23.8667,-52.8833,TUNEIRAS DO OESTE 
-23.5500,-51.4500,APUCARANA 
-23.3831,-52.9331,CIDADE GAUCHA 
-23.0817,-53.4811,QUERENCIA DO NORTE 
-24.1833,-46.8000,ITANHAEM 
-24.1833,-46.7833,ITANHAEM 
-24.0333,-46.5500,MELVI 
-24.2667,-47.1667,GUANHANHA 
-24.3000,-47.0667,ANA DIAS 
-24.3333,-47.2000,BAIRRO IGREJINHA 
-24.3500,-47.7167,ESCALVADO 
-24.3833,-47.9333,SETE BARRAS 
-24.5000,-47.8500,REGISTRO 
-24.7167,-47.8833,PARIQUERA-ACU 
-24.7000,-47.5667,IGUAPE 
-24.9333,-47.9500,ITAPITANGUI 
-24.2497,-47.3831,PEDRO BARROS 
-24.7000,-47.5333,IGUAPE (INMET) 
-24.2167,-46.8500,PIRAQUARA 
-24.1667,-48.3333,BARREIRO 
-24.4333,-48.8500,ARACAIBA (CAPOEIRAS) 
-24.7167,-48.1167,SERRANA DO SUL 
-24.7500,-48.5000,BARRA DO TURVO 
-24.7833,-48.1833,BARRA DO AZEITE 
-24.9667,-48.3333,TURVO 
-24.6500,-48.9997,RIBEIRA 
-24.8000,-49.2833,BALSA DO CERRO AZUL 
-24.2333,-49.7000,JAGUARIAIVA 
-24.5906,-48.5911,IPORANGA 
-24.2458,-49.7167,JAGUARIAIVA 
-24.2331,-49.6831,JAGUARIAIVA - SE 
-24.2167,-50.2331,VENTANIA 
-25.4167,-52.4167,LARANJEIRAS 
-24.5997,-52.8042,CAMPINA DA LAGOA 
-24.1933,-53.0319,GOIOERE 
-24.9333,-53.4333,CASCAVEL - OCEPAR 
-25.4667,-48.8333,MORRETES 
-25.5167,-48.5167,PARANAGUA 
-25.5167,-48.5167,PARANAGUA - SE 
-25.4333,-48.7167,ANTONINA 
-25.4833,-48.8333,MARUMBI 
-25.4925,-48.9939,MANANCIAIS DA SERRA 
-25.1333,-49.2833,VOTUVERAVA (RVPSC) 
-25.4167,-49.3000,CURITIBA 
-25.4500,-49.0667,PIRAQUARA 
-25.4333,-49.2667,CURITIBA 
-25.4722,-49.0150,ROCA NOVA (RVPSC) 
-25.4667,-49.4333,CAMPO LARGO 
-25.5000,-49.5000,CARATUVA 
-25.5192,-49.1467,FAZENDINHA 
-25.1500,-49.4000,RIO BRANCO DO SUL 
-25.6000,-49.4000,BELA VISTA 
-25.3200,-49.1592,COLOMBO - EMBRAPA - CNPF 
-25.7000,-49.3500,BOTIATUVA 
-25.3669,-49.0736,QUATRO BARRAS 
-25.1833,-49.3167,RIO BRANCO DO SUL 
-25.4500,-49.2500,PRADO VELHO - UCP 
-25.9833,-49.6833,CAMPO DO TENENTE 
-25.3906,-49.3622,PASSAUNA SANTA FELICIDADE 
-25.3519,-49.3447,MONTANTE ATERRO SANITARIO (JURUQUI) 
-25.3850,-49.3925,MATO LIMPO 
-25.4181,-49.3869,COLONIA DOM PEDRO 
-25.2875,-49.2306,COLOMBO - SE 
-25.5928,-49.3169,UMBARA - SE 
-25.3167,-49.3000,ALMIRANTE TAMANDARE 
-25.1881,-49.3214,RIO BRANCO DO SUL - SE 
-25.2500,-49.3000,AREIAS 
-25.4467,-49.1978,AUTODROMO 
-25.4667,-50.6667,IRATI 
-25.4494,-49.3564,UNIVERSIDADE POSITIVO 
-25.3867,-49.2661,JUSANTE PARQUE SAO LOURENCO 
-25.6622,-49.1028,MALHADA 
-25.2000,-50.9333,RIO DOS PATOS 
-25.8756,-50.3894,SAO MATEUS DO SUL 
-25.4667,-50.6333,IRATI 
-25.8833,-50.3833,SAO MATEUS DO SUL 
-11.0233,-68.7350,BRASILEIA 
-25.4500,-49.1667,PINHAIS 
-25.4500,-51.4500,GUARAPUAVA 
-25.6297,-51.0878,COLONIA DALEGRAVE 
-25.5667,-51.0667,INACIO MARTINS 
-3.90000,-38.6667,MARANGUAPE 
-25.0833,-52.8833,GUARANIACU 
-25.4167,-52.4167,LARANJEIRAS DO SUL 
-25.3000,-52.5333,NOVA LARANJEIRAS 
-25.3806,-52.2006,VIRMOND 
-25.9833,-52.5667,CORONEL VIVIDA 
-25.7000,-53.8000,PLANALTO 
-25.4833,-53.6167,CAPITAO LEONIDAS MARQUES 
-25.5500,-54.5833,FOZ DO IGUACU (OFIC) 
-25.6278,-54.4806,PARQUE NACIONAL IGUACU - MUSEU 
-25.6831,-54.4331,SALTO CATARATAS 
-25.5833,-54.5167,TAMANDUA GRANDE 
-25.3458,-54.2442,SAO MIGUEL DO IGUACU 
-26.9167,-48.9500,GASPAR 
-26.4667,-48.9500,GUARAMIRIM 
-26.5667,-48.7167,ITAPOCU 
-26.4667,-48.7667,JACU 
-26.7550,-48.6994,PICARRAS 
-25.5011,-54.5856,FOZ DO IGUACU - SE 
-26.4483,-48.8303,PONTE SC-301 
-26.3217,-48.8464,JOINVILLE (RVPSC) 
-25.6822,-53.0167,FLOR DA SERRA 
-26.3000,-48.8500,JOINVILLE 
-26.9167,-48.6333,ITAJAI 
-26.5000,-48.9833,GUARAMIRIM (EMBRASCA) 
-26.5833,-48.9167,GUAMIRANGA (EMBRASCA) 
-26.8333,-49.1667,INDAIAL 
-26.8833,-49.1500,PASSO MANSO 
-26.9492,-49.2939,WARNOW 
-26.7356,-49.1703,POMERODE 
-26.7811,-49.3650,BENEDITO NOVO 
-26.1000,-49.8000,RIO NEGRO 
-26.9181,-49.0653,BLUMENAU 
-26.7408,-49.2706,ARROZEIRA 
-26.9683,-49.0742,GARCIA DE BLUMENAU 
-26.7931,-49.0833,ITOUPAVA CENTRAL 
-26.4944,-49.0875,RIO JARAGUA 
-26.4239,-49.2925,CORUPA 
-26.2161,-49.6033,RIO PRETO DO SUL 
-26.1547,-49.3806,FRAGOSOS 
-26.9167,-49.0500,BLUMENAU 
-26.8167,-49.2667,TIMBO 
-26.8833,-49.0833,ITOUPAVA SECA 
-26.9261,-49.8025,WITMARSUM 
-26.8950,-49.6722,BARRAGEM NORTE 
-26.4097,-49.3311,RIO NOVO 
-26.2167,-49.5000,POSTO RODRIGUES 
-26.6931,-50.1478,NOVA CULTURA 
-26.9136,-49.2675,INDAIAL 
-26.4392,-49.0628,SCHROEDER 
-26.2281,-51.0803,UNIAO DA VITORIA - 396 
-26.7667,-51.0000,CACADOR 
-26.3867,-51.2719,JANGADA DO SUL - 396 
-26.3867,-51.2719,JANGADA DO SUL 
-26.9525,-51.9281,BONITO 
-26.7500,-52.6500,PORTO ELVINO 
-26.3167,-52.7167,SAO CARVAJO 
-26.4003,-52.8956,SAO LOURENCO DO OESTE 
-26.2333,-52.6833,PATO BRANCO 
-26.2692,-53.6275,DIONISIO CERQUEIRA 
-26.7333,-53.5167,SAO MIGUEL D'OESTE I 
-26.2667,-53.6500,BARRACAO 
-26.1167,-53.6500,MARCIANOPOLIS 
-27.1006,-48.9178,BRUSQUE 
-27.2856,-48.9333,NOVA TRENTO 
-27.6928,-48.7097,ETA CASAN - MONTANTE 
-27.6006,-48.6200,FLORIANOPOLIS 
-27.0833,-48.9333,BRUSQUE 
-27.5169,-48.7694,ANTONIO CARLOS 
-27.5000,-49.0000,BARRAGEM DO GARCIA 
-27.3986,-49.6058,ITUPORANGA 
-27.1131,-49.9944,TAIO 
-27.0342,-49.5897,NOVA BREMEN DALBERGIA 
-27.2167,-49.6167,RIO DO SUL 
-27.9964,-49.1147,DIVISA DE ANITAPOLIS 
-27.2903,-49.7689,TROMBUDO CENTRAL 
-27.5019,-49.5531,BARRAGEM SUL 
-27.5075,-49.2875,LEOBERTO LEAL 
-27.1833,-49.0667,BOTUVERA 
-27.2056,-49.6317,RIO DO SUL - NOVO 
-27.6725,-49.0061,RANCHO QUEIMADO 
-27.2833,-50.6333,CURITIBANOS 
-27.0167,-50.9167,FRAIBURGO I 
-27.3833,-51.2156,UHE CAMPOS NOVOS BARRAMENTO 
-27.3500,-51.6167,CAPINZAL (RVPSC) 
-27.1717,-51.5003,JOACABA 
-27.0000,-51.1500,VIDEIRA (RVPSC) 
-27.1167,-52.6667,USINA CHAPECO (FLCSA) 
-27.1000,-52.6500,CHAPECO - AGROPECUARIA 
-27.6333,-52.2667,ERECHIM 
-27.0903,-52.6353,CHAPECO 
-27.9133,-53.3108,PALMEIRA DAS MISSOES 
-27.1967,-49.0872,BOTUVERA - MONTANTE 
-27.8500,-54.4167,SANTA ROSA 
-27.4819,-50.3850,PONTE ALTA DO SUL 
-27.3319,-49.3283,SALSEIRO 
-28.7333,-50.0667,CAPELA SAO JOSE DOS AUSENTES 
-28.2611,-49.0122,ARMAZEM CAPIVARI 
-28.5333,-48.8167,SANTA MARTA (CABO) 
-28.1047,-48.9186,VARGEM DO CEDRO 
-28.9583,-49.6014,TAQUARUCU 
-28.4194,-49.1067,RIO DO POUSO 
-28.3258,-49.1792,SAO LUDGERO I 
-28.2833,-49.9333,SAO JOAQUIM 
-28.7506,-49.4731,FORQUILHINHA 
-28.1833,-49.2167,GRAO PARA 
-28.5322,-49.3150,URUSSANGA 
-28.2744,-49.9306,SAO JOAQUIM 
-28.8350,-49.8378,TIMBE DO SUL 
-28.0072,-49.5922,URUBICI 
-28.9419,-49.7019,TURVO 
-28.6194,-51.8667,PASSO MIGLIAVACA 
-28.6500,-49.1500,MORRO DA FUMACA 
-28.7217,-49.3033,ICARA 
-28.4347,-49.1822,PEDRAS GRANDES 
-28.9333,-52.5833,ARMAZEM 
-28.2258,-52.4033,PASSO FUNDO 
-28.4561,-53.9717,CONCEICAO 
-28.6244,-53.6117,CRUZ ALTA 
-28.3667,-53.9167,IJUI 
-28.7333,-53.1500,PASSO DO LAGOAO 
-28.4000,-54.9667,SAO LUIZ GONZAGA 
-28.8333,-52.4333,SOLEDADE 
-28.6578,-53.6058,ANDERSON CLAYTON 
-28.6500,-56.0000,SAO BORJA 
-28.6664,-55.9797,PASSO SAO BORJA 
-29.1958,-49.9633,PRAIA GRANDE 
-29.0458,-49.6067,SOMBRIO 
-29.4167,-49.9000,PORTO GUERREIRO 
-29.6167,-50.9167,ARARICA 
-29.0500,-50.1500,CAMBARA DO SUL 
-29.4000,-50.5833,CAPAO DOS COXOS 
-29.6500,-50.1167,LAGOA DOS QUADROS 
-29.1500,-51.5167,BENTO GONCALVES 
-29.3667,-50.8500,POVOADO AVENIDA 
-29.4167,-50.9000,RENANIA 
-29.4833,-50.7833,SANDER 
-29.9667,-50.1167,TRAMANDAI 
-29.5833,-51.3667,CAI 
-29.5167,-51.9833,ESTRELA 
-29.4500,-51.3000,FELIZ 
-29.4667,-51.9667,LAJEADO 
-29.3350,-51.1903,NOVA PALMIRA 
-29.8200,-51.1611,SAPUCAIA DO SUL 
-29.6333,-51.0000,TOCA 
-29.6667,-50.7833,TAQUARA 
-28.6167,-56.0333,PASSO SAO BORJA 
-29.8508,-50.9103,MORUNGAVA 
-29.9514,-51.6283,CHARQUEADAS 
-29.6833,-51.0333,CAMPO BOM 
-29.0406,-52.2847,SAO JOSE DO HERVAL 
-29.7242,-53.7200,SANTA MARIA 
-29.4167,-53.0333,SOBRADINHO 
-29.0856,-53.8192,TUPANCIRETA 
-29.8533,-57.1072,CABANHA ALCEU NEVES 
-29.1833,-54.8667,SANTIAGO 
-29.1867,-54.8558,SANTIAGO 
-29.1275,-56.5625,ITAQUI 
-29.7500,-57.0833,URUGUAIANA 
-29.6694,-52.7903,CANDELARIA 
-30.8167,-51.8642,BARRAGEM DO DURO 
-30.8500,-51.8000,CAMAQUA 
-30.0897,-51.6306,GUAIBA COUNTRY CLUB 
-30.0536,-51.1733,PORTO ALEGRE 
-30.0667,-51.2167,PORTO ALEGRE (STA TERESA-839) 
-30.5436,-52.5236,ENCRUZILHADA DO SUL 
-30.5167,-53.4833,CACAPAVA DO SUL 
-30.5194,-53.4917,CACAPAVA DO SUL 
-30.9781,-54.6758,DOM PEDRITO 
-30.2469,-54.9175,ROSARIO DO SUL 
-30.3333,-54.3167,SANTA MARGARIDA 
-30.3333,-54.3000,SAO GABRIEL 
-30.2133,-57.5533,BARRA DO QUARAI 
-31.4044,-52.6733,CANGUCU 
-31.8797,-52.8103,PEDRO OSORIO 
-31.3047,-54.1197,BAGE 
-32.0333,-52.1000,BARRA DO RIO GRANDE 
-33.5325,-53.3494,SANTA VITORIA DO PALMAR 
1.83330,-61.1333,CARACARAI 
-32.6167,-53.3667,JAGUARAO 
0.700000,-51.4500,PORTO PLATON 
3.84360,-51.8375,OIAPOQUE 
-4.38330,-70.0333,BENJAMIN CONSTANT 
-7.53330,-46.0333,BALSAS 
-7.98330,-35.0500,SAO LOURENCO DA MATA (RFN) 
-7.33330,-47.4667,CAROLINA 
-2.63330,-54.9500,BELTERRA 
-3.12080,-40.8208,GRANJA 
-1.90140,-55.5186,OBIDOS 
-4.16280,-44.1658,COROATA 
-18.4161,-49.1108,UHE ITUMBIARA BARRAMENTO 
-19.8786,-47.3547,LAGOA 
-18.9883,-48.1903,FAZENDA LETREIRO 
-23.6333,-46.4500,JARDIM RODOLFO PIRANI 
-23.7333,-46.7833,SITIO DR. AUGUSTO 
-23.5000,-46.7167,ETT - PIRITUBA 
-23.4833,-46.4667,CUMBICA 
-23.7167,-46.4667,RIBEIRAO PIRES 
-23.9500,-46.2333,PREDIAL 
-23.7500,-46.4833,RIBEIRAO DA ONCA 
-23.7167,-46.5500,SAO BERNARDO DO CAMPO 
-23.7333,-46.7833,EMBU-MIRIM 
-23.7000,-46.4500,JARDIM PRIMAVERA 
-23.7667,-46.5833,RIBEIRAO SIMOES 
-23.7000,-46.5000,ETT - SUL 
-26.5000,-48.8833,GUAMIRANGA 
-28.0508,-49.1186,SANTA ROSA DE LIMA 
-3.63330,-41.1500,SITIO VAMBIRA 
-3.55360,-43.8736,IGUARA 
-3.63250,-44.3764,CANTANHEDE 
-4.22640,-44.8386,BAMBU BR-316 
-3.51670,-40.6167,VARZEA DA VOLTA 
-2.27390,-45.2711,SANTA HELENA 
-2.25000,-49.5000,CAMETA 
-2.63330,-56.7333,PARINTINS 
-3.81640,-38.5792,MONDUBIM 
-3.03330,-40.6667,PARAZINHO 
-3.73330,-43.3500,CHAPADINHA 
-3.21420,-52.2131,ALTAMIRA 
-4.26670,-38.9333,GUARAMIRANGA 
-3.01000,-47.3433,PARAGOMINAS 
-3.23330,-45.6167,ZEDOCA 
-4.85000,-39.5667,MADALENA 
-4.83330,-43.3500,CAXIAS 
-5.76670,-35.2000,NATAL 
-5.61670,-36.8333,ACUDE PATAXO 
-5.53330,-35.8167,JOAO CAMARA (BAIXA VERDE) 
-10.4667,-41.2500,UPAMIRIM 
-11.0333,-43.0667,FAZENDA SAO FRANCISCO 
-11.0167,-44.5333,PEQUI 
-16.1667,-42.2667,SALINAS 
-13.9036,-42.8450,MATINA 
-14.4256,-41.4681,ARACATU 
-19.3333,-40.1000,FAZENDA TIRA TEIMA (CEPEC) 
-19.9167,-43.9000,INSTITUTO AGRONOMICO 
-19.9333,-43.9333,AVENIDA DO CONTORNO 
-19.7333,-44.0833,USINA SANTO ANDRE 
-19.6000,-43.2000,PICARRAO 
-5.36560,-49.1250,MARABA 
-6.96670,-35.7000,AREIA 
-6.38330,-37.0667,ACUDE MUNDO NOVO 
-6.75000,-38.9667,LAVRAS DA MANGABEIRA 
-6.36670,-39.3000,IGUATU 
-7.02940,-35.4681,MULUNGU 
-7.78330,-35.3667,BUENOS AIRES 
-7.10000,-34.8667,JOAO PESSOA 
-7.58330,-35.3333,CRUANJI 
-6.31670,-39.3500,BARREIRAS DOS PARAIBANOS 
-7.71670,-37.8667,QUIXABA 
-7.98330,-38.6333,BOM NOME 
-7.21670,-39.3000,AEROPORTO (JUAZ. DO NORTE) 
-7.36670,-41.1333,JAICOS 
-7.08140,-44.8125,SAO FELIX DE BALSAS 
-7.31670,-38.7667,MARARUPA 
-20.5500,-44.6333,CARMOPOLIS DE MINAS 
-21.7167,-41.3667,BARRA DO MURIAE 
-8.83330,-35.2000,BARREIROS 
-8.01670,-35.7000,CUMARU (MALHADINHA) 
-21.2500,-43.6667,FAZENDA LUIZ LOSCHI 
-22.9067,-42.7319,MANUEL RIBEIRO 
-8.00000,-35.3000,GLORIA DE GOITA 
-22.8000,-43.3000,RESIDENCIA DE VIGARIO GERAL 
-22.7500,-43.2500,CANAL SARAPUI 
-22.9000,-43.2167,SAO CRISTOVAO (AV. PEDRO II) 
-22.9000,-43.2000,PRACA BARAO DE CORUMBA 
-22.9000,-43.1667,ARSENAL DE MARINHA 
-8.66670,-35.7167,USINA CATENDE (IAA) 
-8.00000,-35.2908,GLORIA DO GOITA 
-23.0258,-44.5181,VILA MAMBUCABA 
-22.5833,-41.9833,BARRA DE SAO JOAO 
-3.53330,-39.5833,SANTO AMARO 
-4.65000,-37.8333,ELEVATORIO - COGERH 
-4.35000,-39.3000,CANINDE 
-8.63330,-40.2333,JUTAI (JATOBA DE STA. BARBARA) 
-9.45000,-36.3833,MAR VERMELHO 
-9.38330,-40.5000,PETROLINA 
-9.16670,-36.0500,UNIAO DOS PALMARES 
-9.75250,-37.4467,PAO DE ACUCAR 
-9.01670,-42.6833,SAO RAIMUNDO NONATO 
-10.1833,-36.8333,PORTO REAL DO COLEGIO 
-11.1667,-40.5167,JACOBINA 
-20.3333,-41.1167,USINA SAO MIGUEL 
-12.7833,-38.3833,SIMOES FILHO (SABA) 
-5.25720,-36.7233,PENDENCIAS 
-12.9114,-38.3336,SALVADOR (DOIS DE JULHO) (SBSV) 
-12.8000,-38.4000,FAZENDA ALTO DO MAURICIO 
-5.21940,-37.3622,MOSSORO 
-5.20140,-39.2917,QUIXERAMOBIM 
-13.0075,-41.3700,USINA MUCUGE 
-8.76670,-63.9167,PORTO VELHO 
-12.1347,-45.1042,FAZENDA REDENCAO 
-6.08530,-35.2486,ENGENHO OLHO D'AGUA 
-6.45110,-37.0906,CAICO 
-14.7894,-39.0514,ILHEUS 
-14.6333,-39.1167,PROVISAO 
-15.1333,-42.9167,MONTE AZUL (VFFLB) 
-15.9500,-44.8667,SAO FRANCISCO 
-15.4833,-44.3667,JANUARIA 
-15.7900,-47.9228,BRASILIA 
-15.8544,-48.9658,PIRENOPOLIS 
-15.5967,-48.0431,FAZENDA SANTA ELISA 
-15.8914,-52.2278,BARRA DO GARCAS 
-16.1667,-42.2833,SALINAS 
-15.7756,-43.2797,JANAUBA 
-16.0000,-41.2833,PEDRA AZUL (FORTALEZA) 
-17.4667,-41.8833,NOVO CRUZEIRO (EFBM) 
-17.3522,-44.9594,BURITIZEIRO 
-18.8333,-41.9333,GOVERNADOR VALADARES 
-18.4125,-46.4222,PRESIDENTE OLEGARIO 
-6.81670,-38.9667,IBOREPI 
-18.4167,-49.2000,ITUMBIARA 
